CSD,BOROUGH,SCHOOL CODE,SCHOOL NAME,GRADE ,PROGRAM TYPE,CORE SUBJECT (MS CORE and 9-12 ONLY),CORE COURSE (MS CORE and 9-12 ONLY),SERVICE CATEGORY(K-9* ONLY),NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS,SIZE OF LARGEST CLASS,DATA SOURCE,SCHOOLWIDE PUPIL-TEACHER RATIO
9,X,X219,I.S. 219 New Venture School,6,GEN ED,-,-,-,85,3,28.3,24,31,ATS,
9,X,X219,I.S. 219 New Venture School,6,CTT,-,-,-,19,1,19,19,19,ATS,
9,X,X219,I.S. 219 New Venture School,7,GEN ED,-,-,-,139,5,27.8,19,33,ATS,
9,X,X219,I.S. 219 New Venture School,7,CTT,-,-,-,22,1,22,22,22,ATS,
9,X,X219,I.S. 219 New Venture School,8,GEN ED,-,-,-,116,4,29,25,33,ATS,
9,X,X219,I.S. 219 New Venture School,0K-09,SPEC ED,-,-,12:01,34,3,11.3,11,12,ATS,
9,X,X219,I.S. 219 New Venture School,0K-09,SPEC ED,-,-,12:01:01,31,3,10.3,7,12,ATS,
9,X,X219,I.S. 219 New Venture School,MS Core,GEN ED,ENGLISH,MS English Core,-,563,21,26.8,13,33,STARS,
9,X,X219,I.S. 219 New Venture School,MS Core,GEN ED,MATH,MS Math Core,-,329,13,25.3,13,33,STARS,
9,X,X219,I.S. 219 New Venture School,MS Core,GEN ED,SCIENCE,MS Science Core,-,359,14,25.6,13,33,STARS,
9,X,X219,I.S. 219 New Venture School,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,330,13,25.4,13,33,STARS,
9,X,X219,I.S. 219 New Venture School,MS Core,CTT,ENGLISH,MS English Core,-,35,2,17.5,17,18,STARS,
9,X,X219,I.S. 219 New Venture School,MS Core,CTT,MATH,MS Math Core,-,35,2,17.5,17,18,STARS,
9,X,X219,I.S. 219 New Venture School,MS Core,CTT,SCIENCE,MS Science Core,-,35,2,17.5,17,18,STARS,
9,X,X219,I.S. 219 New Venture School,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,35,2,17.5,17,18,STARS,
9,X,X219,I.S. 219 New Venture School,MS Core,SPEC ED,ENGLISH,MS English Core,-,69,6,11.5,11,12,STARS,
9,X,X219,I.S. 219 New Venture School,MS Core,SPEC ED,MATH,MS Math Core,-,57,5,11.4,11,12,STARS,
9,X,X219,I.S. 219 New Venture School,MS Core,SPEC ED,SCIENCE,MS Science Core,-,57,5,11.4,11,12,STARS,
9,X,X219,I.S. 219 New Venture School,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,57,5,11.4,11,12,STARS,
9,X,X219,I.S. 219 New Venture School,12-Sep,GEN ED,ENGLISH,English 9,-,174,7,24.9,13,33,STARS,
9,X,X219,I.S. 219 New Venture School,12-Sep,GEN ED,ENGLISH,Other English,-,155,6,25.8,16,31,STARS,
9,X,X219,I.S. 219 New Venture School,12-Sep,CTT,ENGLISH,English 9,-,35,2,17.5,17,18,STARS,
9,X,X219,I.S. 219 New Venture School,12-Sep,SPEC ED,ENGLISH,English 9,-,57,5,11.4,11,12,STARS,
9,X,X219,I.S. 219 New Venture School,,,,,,,,,,,,11.9
9,X,X227,Bronx Expeditionary Learning High School,12-Sep,GEN ED,ENGLISH,English 9,-,42,2,21,14,28,STARS,
9,X,X227,Bronx Expeditionary Learning High School,12-Sep,GEN ED,ENGLISH,English 10,-,56,3,18.7,11,29,STARS,
9,X,X227,Bronx Expeditionary Learning High School,12-Sep,GEN ED,ENGLISH,English 11,-,78,4,19.5,11,27,STARS,
9,X,X227,Bronx Expeditionary Learning High School,12-Sep,GEN ED,ENGLISH,English 12,-,55,2,27.5,26,29,STARS,
9,X,X227,Bronx Expeditionary Learning High School,12-Sep,GEN ED,ENGLISH,Other English,-,20,1,20,20,20,STARS,
9,X,X227,Bronx Expeditionary Learning High School,12-Sep,GEN ED,MATH,Integrated Algebra,-,87,4,21.8,12,33,STARS,
9,X,X227,Bronx Expeditionary Learning High School,12-Sep,GEN ED,MATH,Geometry,-,29,1,29,29,29,STARS,
9,X,X227,Bronx Expeditionary Learning High School,12-Sep,GEN ED,MATH,Trigonometry,-,72,3,24,18,28,STARS,
9,X,X227,Bronx Expeditionary Learning High School,12-Sep,GEN ED,SCIENCE,Earth Science,-,68,3,22.7,15,34,STARS,
9,X,X227,Bronx Expeditionary Learning High School,12-Sep,GEN ED,SCIENCE,Living Environment,-,115,5,23,19,27,STARS,
9,X,X227,Bronx Expeditionary Learning High School,12-Sep,GEN ED,SCIENCE,Chemistry,-,52,2,26,24,28,STARS,
9,X,X227,Bronx Expeditionary Learning High School,12-Sep,GEN ED,SCIENCE,Other Science,-,77,4,19.3,13,24,STARS,
9,X,X227,Bronx Expeditionary Learning High School,12-Sep,GEN ED,SOCIAL STUDIES,Global History & Geography,-,262,12,21.8,11,32,STARS,
9,X,X227,Bronx Expeditionary Learning High School,12-Sep,GEN ED,SOCIAL STUDIES,Economics,-,71,3,23.7,20,29,STARS,
9,X,X227,Bronx Expeditionary Learning High School,12-Sep,CTT,ENGLISH,English 9,-,40,2,20,19,21,STARS,
9,X,X227,Bronx Expeditionary Learning High School,12-Sep,CTT,ENGLISH,English 10,-,30,1,30,30,30,STARS,
9,X,X227,Bronx Expeditionary Learning High School,12-Sep,CTT,ENGLISH,English 11,-,22,1,22,22,22,STARS,
9,X,X227,Bronx Expeditionary Learning High School,12-Sep,CTT,MATH,Integrated Algebra,-,24,1,24,24,24,STARS,
9,X,X227,Bronx Expeditionary Learning High School,12-Sep,CTT,MATH,Geometry,-,30,1,30,30,30,STARS,
9,X,X227,Bronx Expeditionary Learning High School,12-Sep,CTT,MATH,Trigonometry,-,27,1,27,27,27,STARS,
9,X,X227,Bronx Expeditionary Learning High School,12-Sep,CTT,SCIENCE,Living Environment,-,60,2,30,27,33,STARS,
9,X,X227,Bronx Expeditionary Learning High School,12-Sep,CTT,SCIENCE,Chemistry,-,26,1,26,26,26,STARS,
9,X,X227,Bronx Expeditionary Learning High School,12-Sep,CTT,SOCIAL STUDIES,Global History & Geography,-,75,3,25,21,32,STARS,
9,X,X227,Bronx Expeditionary Learning High School,12-Sep,SPEC ED,MATH,Integrated Algebra,-,15,1,15,15,15,STARS,
9,X,X227,Bronx Expeditionary Learning High School,12-Sep,SPEC ED,SCIENCE,Living Environment,-,14,1,14,14,14,STARS,
9,X,X227,Bronx Expeditionary Learning High School,12-Sep,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,14,1,14,14,14,STARS,
9,X,X227,Bronx Expeditionary Learning High School,,,,,,,,,,,,9.7
9,X,X229,I.S. 229 Roland Patterson,6,GEN ED,-,-,-,50,3,16.7,12,21,ATS,
9,X,X229,I.S. 229 Roland Patterson,6,CTT,-,-,-,18,1,18,18,18,ATS,
9,X,X229,I.S. 229 Roland Patterson,7,GEN ED,-,-,-,42,3,14,11,18,ATS,
9,X,X229,I.S. 229 Roland Patterson,7,CTT,-,-,-,18,1,18,18,18,ATS,
9,X,X229,I.S. 229 Roland Patterson,8,GEN ED,-,-,-,60,3,20,17,22,ATS,
9,X,X229,I.S. 229 Roland Patterson,0K-09,SPEC ED,-,-,12:01,14,2,7,5,9,ATS,
9,X,X229,I.S. 229 Roland Patterson,0K-09,SPEC ED,-,-,12:01:01,16,2,8,7,9,ATS,
9,X,X229,I.S. 229 Roland Patterson,MS Core,GEN ED,ENGLISH,MS English Core,-,151,9,16.8,11,22,STARS,
9,X,X229,I.S. 229 Roland Patterson,MS Core,GEN ED,MATH,MS Math Core,-,151,9,16.8,11,22,STARS,
9,X,X229,I.S. 229 Roland Patterson,MS Core,GEN ED,MATH,Integrated Algebra,-,22,1,22,22,22,STARS,
9,X,X229,I.S. 229 Roland Patterson,MS Core,GEN ED,SCIENCE,MS Science Core,-,151,9,16.8,11,22,STARS,
9,X,X229,I.S. 229 Roland Patterson,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,92,6,15.3,11,21,STARS,
9,X,X229,I.S. 229 Roland Patterson,MS Core,GEN ED,SOCIAL STUDIES,US History & Government,-,59,3,19.7,17,22,STARS,
9,X,X229,I.S. 229 Roland Patterson,MS Core,CTT,ENGLISH,MS English Core,-,37,2,18.5,18,19,STARS,
9,X,X229,I.S. 229 Roland Patterson,MS Core,CTT,MATH,MS Math Core,-,37,2,18.5,18,19,STARS,
9,X,X229,I.S. 229 Roland Patterson,MS Core,CTT,SCIENCE,MS Science Core,-,37,2,18.5,18,19,STARS,
9,X,X229,I.S. 229 Roland Patterson,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,37,2,18.5,18,19,STARS,
9,X,X229,I.S. 229 Roland Patterson,,,,,,,,,,,,5.8
9,X,X230,P.S. 230 Dr Roland N. Patterson,0K,GEN ED,-,-,-,70,4,17.5,17,18,ATS,
9,X,X230,P.S. 230 Dr Roland N. Patterson,1,GEN ED,-,-,-,78,4,19.5,19,20,ATS,
9,X,X230,P.S. 230 Dr Roland N. Patterson,2,GEN ED,-,-,-,72,4,18,16,19,ATS,
9,X,X230,P.S. 230 Dr Roland N. Patterson,3,GEN ED,-,-,-,61,4,15.3,14,18,ATS,
9,X,X230,P.S. 230 Dr Roland N. Patterson,4,GEN ED,-,-,-,61,3,20.3,20,21,ATS,
9,X,X230,P.S. 230 Dr Roland N. Patterson,5,GEN ED,-,-,-,62,3,20.7,18,23,ATS,
9,X,X230,P.S. 230 Dr Roland N. Patterson,5,CTT,-,-,-,21,1,21,21,21,ATS,
9,X,X230,P.S. 230 Dr Roland N. Patterson,0K-09,SPEC ED,-,-,12:01,30,3,10,7,12,ATS,
9,X,X230,P.S. 230 Dr Roland N. Patterson,0K-09,SPEC ED,-,-,12:01:01,10,1,10,10,10,ATS,
9,X,X230,P.S. 230 Dr Roland N. Patterson,,,,,,,,,,,,10.9
9,X,X231,Eagle Academy for Young Men,12-Sep,GEN ED,ENGLISH,English 9,-,110,4,27.5,26,30,STARS,
9,X,X231,Eagle Academy for Young Men,12-Sep,GEN ED,ENGLISH,English 10,-,103,4,25.8,24,30,STARS,
9,X,X231,Eagle Academy for Young Men,12-Sep,GEN ED,ENGLISH,English 11,-,107,5,21.4,10,27,STARS,
9,X,X231,Eagle Academy for Young Men,12-Sep,GEN ED,ENGLISH,English 12,-,84,3,28,24,30,STARS,
9,X,X231,Eagle Academy for Young Men,12-Sep,GEN ED,MATH,Integrated Algebra,-,84,3,28,27,29,STARS,
9,X,X231,Eagle Academy for Young Men,12-Sep,GEN ED,MATH,Geometry,-,169,6,28.2,24,32,STARS,
9,X,X231,Eagle Academy for Young Men,12-Sep,GEN ED,MATH,Trigonometry,-,39,2,19.5,13,26,STARS,
9,X,X231,Eagle Academy for Young Men,12-Sep,GEN ED,SCIENCE,Living Environment,-,265,9,29.4,21,33,STARS,
9,X,X231,Eagle Academy for Young Men,12-Sep,GEN ED,SCIENCE,Chemistry,-,171,7,24.4,19,34,STARS,
9,X,X231,Eagle Academy for Young Men,12-Sep,GEN ED,SCIENCE,Physics,-,95,4,23.8,18,31,STARS,
9,X,X231,Eagle Academy for Young Men,12-Sep,GEN ED,SCIENCE,Other Science,-,96,6,16,11,22,STARS,
9,X,X231,Eagle Academy for Young Men,12-Sep,GEN ED,SOCIAL STUDIES,Global History & Geography,-,210,8,26.3,16,34,STARS,
9,X,X231,Eagle Academy for Young Men,12-Sep,GEN ED,SOCIAL STUDIES,US History & Government,-,95,4,23.8,14,31,STARS,
9,X,X231,Eagle Academy for Young Men,12-Sep,GEN ED,SOCIAL STUDIES,Participation in Government,-,90,3,30,23,34,STARS,
9,X,X231,Eagle Academy for Young Men,12-Sep,GEN ED,SOCIAL STUDIES,Other Social Studies,-,60,2,30,28,32,STARS,
9,X,X231,Eagle Academy for Young Men,12-Sep,CTT,ENGLISH,English 9,-,51,2,25.5,24,27,STARS,
9,X,X231,Eagle Academy for Young Men,12-Sep,CTT,ENGLISH,English 10,-,22,1,22,22,22,STARS,
9,X,X231,Eagle Academy for Young Men,12-Sep,CTT,ENGLISH,English 11,-,28,1,28,28,28,STARS,
9,X,X231,Eagle Academy for Young Men,12-Sep,CTT,ENGLISH,English 12,-,53,2,26.5,23,30,STARS,
9,X,X231,Eagle Academy for Young Men,12-Sep,CTT,MATH,Integrated Algebra,-,106,4,26.5,23,31,STARS,
9,X,X231,Eagle Academy for Young Men,12-Sep,CTT,MATH,Geometry,-,43,2,21.5,16,27,STARS,
9,X,X231,Eagle Academy for Young Men,12-Sep,CTT,MATH,Math A,-,59,2,29.5,29,30,STARS,
9,X,X231,Eagle Academy for Young Men,12-Sep,CTT,SCIENCE,Living Environment,-,93,3,31,29,32,STARS,
9,X,X231,Eagle Academy for Young Men,12-Sep,CTT,SCIENCE,Chemistry,-,56,2,28,28,28,STARS,
9,X,X231,Eagle Academy for Young Men,12-Sep,CTT,SCIENCE,Physics,-,29,1,29,29,29,STARS,
9,X,X231,Eagle Academy for Young Men,12-Sep,CTT,SCIENCE,Other Science,-,66,3,22,13,34,STARS,
9,X,X231,Eagle Academy for Young Men,12-Sep,CTT,SOCIAL STUDIES,Global History & Geography,-,74,3,24.7,23,26,STARS,
9,X,X231,Eagle Academy for Young Men,12-Sep,CTT,SOCIAL STUDIES,US History & Government,-,31,1,31,31,31,STARS,
9,X,X231,Eagle Academy for Young Men,12-Sep,CTT,SOCIAL STUDIES,Participation in Government,-,19,1,19,19,19,STARS,
9,X,X231,Eagle Academy for Young Men,12-Sep,SPEC ED,ENGLISH,English 9,-,12,1,12,12,12,STARS,
9,X,X231,Eagle Academy for Young Men,12-Sep,SPEC ED,MATH,Integrated Algebra,-,12,1,12,12,12,STARS,
9,X,X231,Eagle Academy for Young Men,12-Sep,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,12,1,12,12,12,STARS,
9,X,X231,Eagle Academy for Young Men,,,,,,,,,,,,15
9,X,X232,I.S. 232,6,GEN ED,-,-,-,108,5,21.6,16,26,ATS,
9,X,X232,I.S. 232,6,CTT,-,-,-,12,1,12,12,12,ATS,
9,X,X232,I.S. 232,7,GEN ED,-,-,-,142,5,28.4,24,31,ATS,
9,X,X232,I.S. 232,8,GEN ED,-,-,-,119,5,23.8,19,29,ATS,
9,X,X232,I.S. 232,8,CTT,-,-,-,21,1,21,21,21,ATS,
9,X,X232,I.S. 232,0K-09,SPEC ED,-,-,12:01,13,1,13,13,13,ATS,
9,X,X232,I.S. 232,0K-09,SPEC ED,-,-,12:01:01,20,2,10,9,11,ATS,
9,X,X232,I.S. 232,MS Core,GEN ED,ENGLISH,MS English Core,-,298,12,24.8,16,31,STARS,
9,X,X232,I.S. 232,MS Core,GEN ED,MATH,MS Math Core,-,369,15,24.6,16,31,STARS,
9,X,X232,I.S. 232,MS Core,GEN ED,SCIENCE,MS Science Core,-,369,15,24.6,16,31,STARS,
9,X,X232,I.S. 232,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,369,15,24.6,16,31,STARS,
9,X,X232,I.S. 232,MS Core,CTT,ENGLISH,MS English Core,-,33,2,16.5,13,20,STARS,
9,X,X232,I.S. 232,MS Core,CTT,MATH,MS Math Core,-,33,2,16.5,13,20,STARS,
9,X,X232,I.S. 232,MS Core,CTT,SCIENCE,MS Science Core,-,33,2,16.5,13,20,STARS,
9,X,X232,I.S. 232,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,33,2,16.5,13,20,STARS,
9,X,X232,I.S. 232,MS Core,SPEC ED,ENGLISH,MS English Core,-,23,2,11.5,11,12,STARS,
9,X,X232,I.S. 232,MS Core,SPEC ED,MATH,MS Math Core,-,23,2,11.5,11,12,STARS,
9,X,X232,I.S. 232,MS Core,SPEC ED,SCIENCE,MS Science Core,-,23,2,11.5,11,12,STARS,
9,X,X232,I.S. 232,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,23,2,11.5,11,12,STARS,
9,X,X232,I.S. 232,12-Sep,GEN ED,ENGLISH,English 12,-,379,15,25.3,16,31,STARS,
9,X,X232,I.S. 232,12-Sep,CTT,ENGLISH,English 12,-,35,2,17.5,13,22,STARS,
9,X,X232,I.S. 232,12-Sep,SPEC ED,ENGLISH,English 12,-,11,1,11,11,11,STARS,
9,X,X232,I.S. 232,,,,,,,,,,,,14.1
9,X,X236,P.S. 236 Langston Hughes,0K,GEN ED,-,-,-,76,3,25.3,25,26,ATS,
9,X,X236,P.S. 236 Langston Hughes,0K,CTT,-,-,-,51,2,25.5,25,26,ATS,
9,X,X236,P.S. 236 Langston Hughes,1,GEN ED,-,-,-,50,2,25,25,25,ATS,
9,X,X236,P.S. 236 Langston Hughes,1,CTT,-,-,-,67,3,22.3,22,23,ATS,
9,X,X236,P.S. 236 Langston Hughes,2,GEN ED,-,-,-,42,2,21,19,23,ATS,
9,X,X236,P.S. 236 Langston Hughes,2,CTT,-,-,-,72,3,24,24,24,ATS,
9,X,X236,P.S. 236 Langston Hughes,0K-09,SPEC ED,-,-,12:01:01,9,1,9,9,9,ATS,
9,X,X236,P.S. 236 Langston Hughes,,,,,,,,,,,,10.6
9,X,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",12-Sep,GEN ED,ENGLISH,English 9,-,13,1,13,13,13,STARS,
9,X,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",12-Sep,GEN ED,ENGLISH,English 10,-,56,2,28,27,29,STARS,
9,X,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",12-Sep,GEN ED,ENGLISH,English 11,-,52,2,26,21,31,STARS,
9,X,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",12-Sep,GEN ED,ENGLISH,English 12,-,43,2,21.5,21,22,STARS,
9,X,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",12-Sep,GEN ED,ENGLISH,Other English,-,13,1,13,13,13,STARS,
9,X,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",12-Sep,GEN ED,MATH,Integrated Algebra,-,55,2,27.5,24,31,STARS,
9,X,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",12-Sep,GEN ED,MATH,Geometry,-,43,2,21.5,21,22,STARS,
9,X,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",12-Sep,GEN ED,MATH,Trigonometry,-,25,1,25,25,25,STARS,
9,X,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",12-Sep,GEN ED,MATH,Other Math,-,12,1,12,12,12,STARS,
9,X,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",12-Sep,GEN ED,SCIENCE,Living Environment,-,30,1,30,30,30,STARS,
9,X,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",12-Sep,GEN ED,SCIENCE,Chemistry,-,51,2,25.5,18,33,STARS,
9,X,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",12-Sep,GEN ED,SCIENCE,Physics,-,27,2,13.5,10,17,STARS,
9,X,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",12-Sep,GEN ED,SCIENCE,Other Science,-,14,1,14,14,14,STARS,
9,X,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",12-Sep,GEN ED,SOCIAL STUDIES,Global History & Geography,-,81,3,27,25,31,STARS,
9,X,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",12-Sep,GEN ED,SOCIAL STUDIES,US History & Government,-,36,2,18,14,22,STARS,
9,X,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",12-Sep,GEN ED,SOCIAL STUDIES,Participation in Government,-,25,1,25,25,25,STARS,
9,X,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",12-Sep,GEN ED,SOCIAL STUDIES,Other Social Studies,-,83,4,20.8,15,25,STARS,
9,X,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",12-Sep,CTT,ENGLISH,English 9,-,15,1,15,15,15,STARS,
9,X,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",12-Sep,CTT,ENGLISH,Other English,-,15,1,15,15,15,STARS,
9,X,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",12-Sep,CTT,MATH,Integrated Algebra,-,43,2,21.5,17,26,STARS,
9,X,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",12-Sep,CTT,SCIENCE,Living Environment,-,57,2,28.5,27,30,STARS,
9,X,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",12-Sep,CTT,SCIENCE,Other Science,-,14,1,14,14,14,STARS,
9,X,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",12-Sep,CTT,SOCIAL STUDIES,Global History & Geography,-,32,1,32,32,32,STARS,
9,X,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",12-Sep,CTT,SOCIAL STUDIES,US History & Government,-,15,1,15,15,15,STARS,
9,X,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",12-Sep,CTT,SOCIAL STUDIES,Participation in Government,-,25,1,25,25,25,STARS,
9,X,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",12-Sep,CTT,SOCIAL STUDIES,Other Social Studies,-,43,2,21.5,16,27,STARS,
9,X,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",12-Sep,SPEC ED,ENGLISH,English 9,-,11,1,11,11,11,STARS,
9,X,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",12-Sep,SPEC ED,ENGLISH,Other English,-,28,2,14,10,18,STARS,
9,X,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",12-Sep,SPEC ED,MATH,Integrated Algebra,-,20,2,10,10,10,STARS,
9,X,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",12-Sep,SPEC ED,SCIENCE,Other Science,-,13,1,13,13,13,STARS,
9,X,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",12-Sep,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,10,1,10,10,10,STARS,
9,X,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",12-Sep,SPEC ED,SOCIAL STUDIES,US History & Government,-,25,2,12.5,11,14,STARS,
9,X,X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",,,,,,,,,,,,10.7
9,X,X241,"Urban Assembly School for Applied Math and Science, The",6,GEN ED,-,-,-,57,3,19,17,21,ATS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",6,CTT,-,-,-,29,1,29,29,29,ATS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",7,GEN ED,-,-,-,54,3,18,15,20,ATS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",7,CTT,-,-,-,30,1,30,30,30,ATS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",8,GEN ED,-,-,-,67,3,22.3,21,24,ATS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",8,CTT,-,-,-,17,1,17,17,17,ATS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",MS Core,GEN ED,ENGLISH,MS English Core,-,164,8,20.5,17,24,STARS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",MS Core,GEN ED,MATH,MS Math Core,-,119,6,19.8,17,23,STARS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",MS Core,GEN ED,MATH,Integrated Algebra,-,45,2,22.5,21,24,STARS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",MS Core,GEN ED,SCIENCE,MS Science Core,-,164,8,20.5,17,24,STARS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,164,8,20.5,17,24,STARS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",MS Core,CTT,ENGLISH,MS English Core,-,90,4,22.5,19,25,STARS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",MS Core,CTT,MATH,MS Math Core,-,90,4,22.5,19,25,STARS,
9,X,X325,Urban Science Academy,8,CTT,-,-,-,25,1,25,25,25,ATS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",MS Core,CTT,SCIENCE,MS Science Core,-,90,4,22.5,19,25,STARS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,90,4,22.5,19,25,STARS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",12-Sep,GEN ED,ENGLISH,English 9,-,71,3,23.7,21,26,STARS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",12-Sep,GEN ED,ENGLISH,English 10,-,83,4,20.8,15,25,STARS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",12-Sep,GEN ED,ENGLISH,English 11,-,92,4,23,18,27,STARS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",12-Sep,GEN ED,ENGLISH,English 12,-,64,3,21.3,19,26,STARS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",12-Sep,GEN ED,ENGLISH,Other English,-,441,22,20,10,26,STARS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",12-Sep,GEN ED,MATH,Integrated Algebra,-,51,3,17,13,24,STARS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",12-Sep,GEN ED,MATH,Trigonometry,-,118,5,23.6,21,26,STARS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",12-Sep,GEN ED,MATH,Math A,-,90,5,18,15,24,STARS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",12-Sep,GEN ED,MATH,Other Math,-,23,1,23,23,23,STARS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",12-Sep,GEN ED,SCIENCE,Earth Science,-,324,15,21.6,17,26,STARS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",12-Sep,GEN ED,SCIENCE,Living Environment,-,94,4,23.5,21,26,STARS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",12-Sep,GEN ED,SCIENCE,Chemistry,-,25,1,25,25,25,STARS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",12-Sep,GEN ED,SCIENCE,Physics,-,140,6,23.3,17,28,STARS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",12-Sep,GEN ED,SCIENCE,Other Science,-,16,1,16,16,16,STARS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",12-Sep,GEN ED,SOCIAL STUDIES,Global History & Geography,-,150,7,21.4,14,27,STARS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",12-Sep,GEN ED,SOCIAL STUDIES,US History & Government,-,87,4,21.8,20,24,STARS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",12-Sep,GEN ED,SOCIAL STUDIES,Participation in Government,-,69,3,23,18,26,STARS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",12-Sep,CTT,ENGLISH,English 9,-,25,1,25,25,25,STARS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",12-Sep,CTT,ENGLISH,Other English,-,57,4,14.3,12,17,STARS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",12-Sep,CTT,MATH,Integrated Algebra,-,26,1,26,26,26,STARS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",12-Sep,CTT,MATH,Trigonometry,-,24,1,24,24,24,STARS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",12-Sep,CTT,SCIENCE,Earth Science,-,34,2,17,17,17,STARS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",12-Sep,CTT,SOCIAL STUDIES,Global History & Geography,-,23,1,23,23,23,STARS,
9,X,X241,"Urban Assembly School for Applied Math and Science, The",,,,,,,,,,,,12.6
9,X,X250,Eximius College Preparatory Academy: A College Board School,8,GEN ED,-,-,-,24,1,24,24,24,ATS,
9,X,X250,Eximius College Preparatory Academy: A College Board School,8,CTT,-,-,-,27,1,27,27,27,ATS,
