CSD,BOROUGH,SCHOOL CODE,SCHOOL NAME,GRADE ,PROGRAM TYPE,CORE SUBJECT (MS CORE and 9-12 ONLY),CORE COURSE (MS CORE and 9-12 ONLY),SERVICE CATEGORY(K-9* ONLY),NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS,SIZE OF LARGEST CLASS,DATA SOURCE,SCHOOLWIDE PUPIL-TEACHER RATIO
1,M,M015,P.S. 015 Roberto Clemente,0K,GEN ED,-,-,-,19,1,19,19,19,ATS,
1,M,M015,P.S. 015 Roberto Clemente,0K,CTT,-,-,-,21,1,21,21,21,ATS,
1,M,M015,P.S. 015 Roberto Clemente,1,GEN ED,-,-,-,17,1,17,17,17,ATS,
1,M,M015,P.S. 015 Roberto Clemente,1,CTT,-,-,-,17,1,17,17,17,ATS,
1,M,M015,P.S. 015 Roberto Clemente,2,GEN ED,-,-,-,15,1,15,15,15,ATS,
1,M,M015,P.S. 015 Roberto Clemente,2,CTT,-,-,-,17,1,17,17,17,ATS,
1,M,M015,P.S. 015 Roberto Clemente,3,GEN ED,-,-,-,12,1,12,12,12,ATS,
1,M,M015,P.S. 015 Roberto Clemente,3,CTT,-,-,-,15,1,15,15,15,ATS,
1,M,M015,P.S. 015 Roberto Clemente,4,GEN ED,-,-,-,26,2,13,12,14,ATS,
1,M,M015,P.S. 015 Roberto Clemente,5,GEN ED,-,-,-,27,1,27,27,27,ATS,
1,M,M015,P.S. 015 Roberto Clemente,0K-09,SPEC ED,-,-,12:01:01,9,1,9,9,9,ATS,
1,M,M015,P.S. 015 Roberto Clemente,,,,,,,,,,,,8.4
1,M,M019,P.S. 019 Asher Levy,0K,GEN ED,-,-,-,39,2,19.5,18,21,ATS,
1,M,M019,P.S. 019 Asher Levy,0K,CTT,-,-,-,12,1,12,12,12,ATS,
1,M,M019,P.S. 019 Asher Levy,1,GEN ED,-,-,-,39,2,19.5,19,20,ATS,
1,M,M019,P.S. 019 Asher Levy,1,CTT,-,-,-,13,1,13,13,13,ATS,
1,M,M019,P.S. 019 Asher Levy,2,GEN ED,-,-,-,46,2,23,22,24,ATS,
1,M,M019,P.S. 019 Asher Levy,3,GEN ED,-,-,-,35,2,17.5,17,18,ATS,
1,M,M019,P.S. 019 Asher Levy,4,GEN ED,-,-,-,22,1,22,22,22,ATS,
1,M,M019,P.S. 019 Asher Levy,4,CTT,-,-,-,24,1,24,24,24,ATS,
1,M,M019,P.S. 019 Asher Levy,5,GEN ED,-,-,-,22,1,22,22,22,ATS,
1,M,M019,P.S. 019 Asher Levy,5,CTT,-,-,-,21,1,21,21,21,ATS,
1,M,M019,P.S. 019 Asher Levy,0K-09,SPEC ED,-,-,12:01,7,1,7,7,7,ATS,
1,M,M019,P.S. 019 Asher Levy,0K-09,SPEC ED,-,-,12:01:01,11,1,11,11,11,ATS,
1,M,M019,P.S. 019 Asher Levy,,,,,,,,,,,,10
1,M,M020,P.S. 020 Anna Silver,0K,GEN ED,-,-,-,89,4,22.3,20,23,ATS,
1,M,M020,P.S. 020 Anna Silver,0K,CTT,-,-,-,22,1,22,22,22,ATS,
1,M,M020,P.S. 020 Anna Silver,1,GEN ED,-,-,-,69,3,23,22,24,ATS,
1,M,M020,P.S. 020 Anna Silver,1,CTT,-,-,-,21,1,21,21,21,ATS,
1,M,M020,P.S. 020 Anna Silver,2,GEN ED,-,-,-,55,3,18.3,16,21,ATS,
1,M,M020,P.S. 020 Anna Silver,2,CTT,-,-,-,22,1,22,22,22,ATS,
1,M,M020,P.S. 020 Anna Silver,3,GEN ED,-,-,-,57,3,19,17,20,ATS,
1,M,M020,P.S. 020 Anna Silver,3,CTT,-,-,-,22,1,22,22,22,ATS,
1,M,M020,P.S. 020 Anna Silver,4,GEN ED,-,-,-,70,3,23.3,23,24,ATS,
1,M,M020,P.S. 020 Anna Silver,4,CTT,-,-,-,24,1,24,24,24,ATS,
1,M,M020,P.S. 020 Anna Silver,5,GEN ED,-,-,-,57,2,28.5,28,29,ATS,
1,M,M020,P.S. 020 Anna Silver,5,CTT,-,-,-,29,1,29,29,29,ATS,
1,M,M020,P.S. 020 Anna Silver,0K-09,SPEC ED,-,-,12:01:01,34,3,11.3,11,12,ATS,
1,M,M020,P.S. 020 Anna Silver,,,,,,,,,,,,13.4
1,M,M034,P.S. 034 Franklin D. Roosevelt,0K,GEN ED,-,-,-,26,2,13,12,14,ATS,
1,M,M064,P.S. 064 Robert Simon,0K,CTT,-,-,-,27,1,27,27,27,ATS,
1,M,M034,P.S. 034 Franklin D. Roosevelt,1,GEN ED,-,-,-,16,1,16,16,16,ATS,
1,M,M034,P.S. 034 Franklin D. Roosevelt,1,CTT,-,-,-,14,1,14,14,14,ATS,
1,M,M034,P.S. 034 Franklin D. Roosevelt,2,GEN ED,-,-,-,24,1,24,24,24,ATS,
1,M,M034,P.S. 034 Franklin D. Roosevelt,2,CTT,-,-,-,20,1,20,20,20,ATS,
1,M,M034,P.S. 034 Franklin D. Roosevelt,3,GEN ED,-,-,-,15,1,15,15,15,ATS,
1,M,M034,P.S. 034 Franklin D. Roosevelt,3,CTT,-,-,-,14,1,14,14,14,ATS,
1,M,M034,P.S. 034 Franklin D. Roosevelt,4,GEN ED,-,-,-,18,1,18,18,18,ATS,
1,M,M034,P.S. 034 Franklin D. Roosevelt,4,CTT,-,-,-,19,1,19,19,19,ATS,
1,M,M034,P.S. 034 Franklin D. Roosevelt,5,GEN ED,-,-,-,19,1,19,19,19,ATS,
1,M,M034,P.S. 034 Franklin D. Roosevelt,5,CTT,-,-,-,19,1,19,19,19,ATS,
1,M,M034,P.S. 034 Franklin D. Roosevelt,6,GEN ED,-,-,-,26,1,26,26,26,ATS,
1,M,M034,P.S. 034 Franklin D. Roosevelt,6,CTT,-,-,-,27,1,27,27,27,ATS,
1,M,M034,P.S. 034 Franklin D. Roosevelt,7,GEN ED,-,-,-,25,1,25,25,25,ATS,
1,M,M034,P.S. 034 Franklin D. Roosevelt,7,CTT,-,-,-,27,1,27,27,27,ATS,
1,M,M034,P.S. 034 Franklin D. Roosevelt,8,GEN ED,-,-,-,23,1,23,23,23,ATS,
1,M,M034,P.S. 034 Franklin D. Roosevelt,8,CTT,-,-,-,25,1,25,25,25,ATS,
1,M,M034,P.S. 034 Franklin D. Roosevelt,0K-09,SPEC ED,-,-,12:01,20,2,10,8,12,ATS,
1,M,M034,P.S. 034 Franklin D. Roosevelt,MS Core,GEN ED,ENGLISH,MS English Core,-,76,3,25.3,25,26,STARS,
1,M,M034,P.S. 034 Franklin D. Roosevelt,MS Core,GEN ED,MATH,MS Math Core,-,76,3,25.3,25,26,STARS,
1,M,M034,P.S. 034 Franklin D. Roosevelt,MS Core,GEN ED,SCIENCE,MS Science Core,-,76,3,25.3,25,26,STARS,
1,M,M034,P.S. 034 Franklin D. Roosevelt,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,76,3,25.3,25,26,STARS,
1,M,M034,P.S. 034 Franklin D. Roosevelt,MS Core,CTT,ENGLISH,MS English Core,-,77,3,25.7,22,28,STARS,
1,M,M034,P.S. 034 Franklin D. Roosevelt,MS Core,CTT,MATH,MS Math Core,-,77,3,25.7,22,28,STARS,
1,M,M034,P.S. 034 Franklin D. Roosevelt,MS Core,CTT,SCIENCE,MS Science Core,-,77,3,25.7,22,28,STARS,
1,M,M034,P.S. 034 Franklin D. Roosevelt,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,77,3,25.7,22,28,STARS,
1,M,M034,P.S. 034 Franklin D. Roosevelt,,,,,,,,,,,,9.6
1,M,M063,P.S. 063 William McKinley,0K,GEN ED,-,-,-,14,1,14,14,14,ATS,
1,M,M063,P.S. 063 William McKinley,0K,CTT,-,-,-,15,1,15,15,15,ATS,
1,M,M063,P.S. 063 William McKinley,1,CTT,-,-,-,23,1,23,23,23,ATS,
1,M,M063,P.S. 063 William McKinley,2,CTT,-,-,-,25,1,25,25,25,ATS,
1,M,M063,P.S. 063 William McKinley,3,GEN ED,-,-,-,10,1,10,10,10,ATS,
1,M,M063,P.S. 063 William McKinley,3,CTT,-,-,-,14,1,14,14,14,ATS,
1,M,M063,P.S. 063 William McKinley,4,CTT,-,-,-,21,1,21,21,21,ATS,
1,M,M063,P.S. 063 William McKinley,5,GEN ED,-,-,-,17,1,17,17,17,ATS,
1,M,M063,P.S. 063 William McKinley,5,CTT,-,-,-,18,1,18,18,18,ATS,
1,M,M063,P.S. 063 William McKinley,0K-09,SPEC ED,-,-,12:01:01,7,1,7,7,7,ATS,
1,M,M063,P.S. 063 William McKinley,,,,,,,,,,,,7.6
1,M,M064,P.S. 064 Robert Simon,0K,GEN ED,-,-,-,23,1,23,23,23,ATS,
1,M,M064,P.S. 064 Robert Simon,1,GEN ED,-,-,-,24,1,24,24,24,ATS,
1,M,M064,P.S. 064 Robert Simon,1,CTT,-,-,-,20,1,20,20,20,ATS,
1,M,M064,P.S. 064 Robert Simon,2,GEN ED,-,-,-,20,1,20,20,20,ATS,
1,M,M064,P.S. 064 Robert Simon,2,CTT,-,-,-,20,1,20,20,20,ATS,
1,M,M064,P.S. 064 Robert Simon,3,GEN ED,-,-,-,17,1,17,17,17,ATS,
1,M,M064,P.S. 064 Robert Simon,3,CTT,-,-,-,16,1,16,16,16,ATS,
1,M,M064,P.S. 064 Robert Simon,4,GEN ED,-,-,-,23,1,23,23,23,ATS,
1,M,M064,P.S. 064 Robert Simon,4,CTT,-,-,-,22,1,22,22,22,ATS,
1,M,M064,P.S. 064 Robert Simon,5,CTT,-,-,-,51,2,25.5,25,26,ATS,
1,M,M064,P.S. 064 Robert Simon,0K-09,SPEC ED,-,-,12:01,19,2,9.5,9,10,ATS,
1,M,M064,P.S. 064 Robert Simon,,,,,,,,,,,,9.7
1,M,M110,P.S. 110 Florence Nightingale,0K,GEN ED,-,-,-,45,2,22.5,20,25,ATS,
1,M,M110,P.S. 110 Florence Nightingale,0K,CTT,-,-,-,28,1,28,28,28,ATS,
1,M,M110,P.S. 110 Florence Nightingale,1,GEN ED,-,-,-,45,2,22.5,22,23,ATS,
1,M,M110,P.S. 110 Florence Nightingale,1,CTT,-,-,-,22,1,22,22,22,ATS,
1,M,M110,P.S. 110 Florence Nightingale,2,GEN ED,-,-,-,39,2,19.5,14,25,ATS,
1,M,M110,P.S. 110 Florence Nightingale,2,CTT,-,-,-,19,1,19,19,19,ATS,
1,M,M110,P.S. 110 Florence Nightingale,3,GEN ED,-,-,-,52,2,26,23,29,ATS,
1,M,M110,P.S. 110 Florence Nightingale,3,CTT,-,-,-,19,1,19,19,19,ATS,
1,M,M110,P.S. 110 Florence Nightingale,4,GEN ED,-,-,-,46,2,23,23,23,ATS,
1,M,M110,P.S. 110 Florence Nightingale,4,CTT,-,-,-,22,1,22,22,22,ATS,
1,M,M110,P.S. 110 Florence Nightingale,5,GEN ED,-,-,-,28,1,28,28,28,ATS,
1,M,M110,P.S. 110 Florence Nightingale,5,CTT,-,-,-,27,1,27,27,27,ATS,
1,M,M110,P.S. 110 Florence Nightingale,0K-09,SPEC ED,-,-,12:01:01,10,1,10,10,10,ATS,
1,M,M110,P.S. 110 Florence Nightingale,,,,,,,,,,,,12.5
1,M,M134,P.S. 134 Henrietta Szold,0K,GEN ED,-,-,-,55,3,18.3,17,19,ATS,
1,M,M134,P.S. 134 Henrietta Szold,1,GEN ED,-,-,-,54,3,18,14,21,ATS,
1,M,M134,P.S. 134 Henrietta Szold,2,GEN ED,-,-,-,39,2,19.5,19,20,ATS,
1,M,M134,P.S. 134 Henrietta Szold,2,CTT,-,-,-,21,1,21,21,21,ATS,
1,M,M134,P.S. 134 Henrietta Szold,3,GEN ED,-,-,-,54,3,18,15,22,ATS,
1,M,M134,P.S. 134 Henrietta Szold,4,GEN ED,-,-,-,39,2,19.5,19,20,ATS,
1,M,M134,P.S. 134 Henrietta Szold,5,GEN ED,-,-,-,55,2,27.5,25,30,ATS,
1,M,M134,P.S. 134 Henrietta Szold,0K-09,SPEC ED,-,-,12:01,27,3,9,7,12,ATS,
1,M,M134,P.S. 134 Henrietta Szold,,,,,,,,,,,,11.6
1,M,M137,P.S. 137 John L. Bernstein,0K,GEN ED,-,-,-,43,2,21.5,20,23,ATS,
1,M,M137,P.S. 137 John L. Bernstein,1,GEN ED,-,-,-,35,2,17.5,14,21,ATS,
1,M,M137,P.S. 137 John L. Bernstein,2,GEN ED,-,-,-,22,1,22,22,22,ATS,
1,M,M137,P.S. 137 John L. Bernstein,3,GEN ED,-,-,-,33,2,16.5,15,18,ATS,
1,M,M137,P.S. 137 John L. Bernstein,4,GEN ED,-,-,-,14,1,14,14,14,ATS,
1,M,M137,P.S. 137 John L. Bernstein,4,CTT,-,-,-,19,1,19,19,19,ATS,
1,M,M137,P.S. 137 John L. Bernstein,5,GEN ED,-,-,-,24,1,24,24,24,ATS,
1,M,M137,P.S. 137 John L. Bernstein,0K-09,SPEC ED,-,-,12:01:01,29,3,9.7,8,11,ATS,
1,M,M137,P.S. 137 John L. Bernstein,,,,,,,,,,,,10.9
1,M,M140,P.S. 140 Nathan Straus,0K,GEN ED,-,-,-,34,2,17,17,17,ATS,
1,M,M140,P.S. 140 Nathan Straus,1,GEN ED,-,-,-,20,1,20,20,20,ATS,
1,M,M140,P.S. 140 Nathan Straus,2,CTT,-,-,-,22,1,22,22,22,ATS,
1,M,M140,P.S. 140 Nathan Straus,3,GEN ED,-,-,-,25,1,25,25,25,ATS,
1,M,M140,P.S. 140 Nathan Straus,4,GEN ED,-,-,-,14,1,14,14,14,ATS,
1,M,M140,P.S. 140 Nathan Straus,4,CTT,-,-,-,13,1,13,13,13,ATS,
1,M,M140,P.S. 140 Nathan Straus,5,GEN ED,-,-,-,31,1,31,31,31,ATS,
1,M,M140,P.S. 140 Nathan Straus,6,GEN ED,-,-,-,32,1,32,32,32,ATS,
1,M,M140,P.S. 140 Nathan Straus,6,CTT,-,-,-,30,1,30,30,30,ATS,
1,M,M140,P.S. 140 Nathan Straus,7,GEN ED,-,-,-,55,2,27.5,27,28,ATS,
1,M,M140,P.S. 140 Nathan Straus,8,GEN ED,-,-,-,59,2,29.5,29,30,ATS,
1,M,M140,P.S. 140 Nathan Straus,0K-09,SPEC ED,-,-,12:01,6,1,6,6,6,ATS,
1,M,M140,P.S. 140 Nathan Straus,0K-09,SPEC ED,-,-,12:01:01,22,3,7.3,6,8,ATS,
1,M,M140,P.S. 140 Nathan Straus,MS Core,GEN ED,ENGLISH,MS English Core,-,145,5,29,27,32,STARS,
1,M,M140,P.S. 140 Nathan Straus,MS Core,GEN ED,MATH,MS Math Core,-,145,5,29,27,32,STARS,
1,M,M140,P.S. 140 Nathan Straus,MS Core,GEN ED,SCIENCE,MS Science Core,-,145,5,29,27,32,STARS,
1,M,M140,P.S. 140 Nathan Straus,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,86,3,28.7,27,32,STARS,
1,M,M140,P.S. 140 Nathan Straus,MS Core,GEN ED,SOCIAL STUDIES,Global History & Geography,-,59,2,29.5,28,31,STARS,
1,M,M140,P.S. 140 Nathan Straus,MS Core,CTT,ENGLISH,MS English Core,-,30,1,30,30,30,STARS,
1,M,M140,P.S. 140 Nathan Straus,MS Core,CTT,MATH,MS Math Core,-,30,1,30,30,30,STARS,
1,M,M140,P.S. 140 Nathan Straus,MS Core,CTT,SCIENCE,MS Science Core,-,30,1,30,30,30,STARS,
1,M,M140,P.S. 140 Nathan Straus,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,30,1,30,30,30,STARS,
1,M,M140,P.S. 140 Nathan Straus,,,,,,,,,,,,11.9
1,M,M142,P.S. 142 Amalia Castro,0K,GEN ED,-,-,-,42,2,21,19,23,ATS,
1,M,M142,P.S. 142 Amalia Castro,0K,CTT,-,-,-,19,1,19,19,19,ATS,
1,M,M142,P.S. 142 Amalia Castro,1,GEN ED,-,-,-,46,2,23,22,24,ATS,
1,M,M142,P.S. 142 Amalia Castro,1,CTT,-,-,-,20,1,20,20,20,ATS,
1,M,M142,P.S. 142 Amalia Castro,2,GEN ED,-,-,-,25,1,25,25,25,ATS,
1,M,M142,P.S. 142 Amalia Castro,2,CTT,-,-,-,22,1,22,22,22,ATS,
1,M,M142,P.S. 142 Amalia Castro,3,GEN ED,-,-,-,41,2,20.5,20,21,ATS,
1,M,M142,P.S. 142 Amalia Castro,3,CTT,-,-,-,19,1,19,19,19,ATS,
1,M,M142,P.S. 142 Amalia Castro,4,GEN ED,-,-,-,45,2,22.5,22,23,ATS,
1,M,M142,P.S. 142 Amalia Castro,4,CTT,-,-,-,18,1,18,18,18,ATS,
1,M,M142,P.S. 142 Amalia Castro,5,GEN ED,-,-,-,45,2,22.5,22,23,ATS,
1,M,M142,P.S. 142 Amalia Castro,5,CTT,-,-,-,22,1,22,22,22,ATS,
1,M,M142,P.S. 142 Amalia Castro,0K-09,SPEC ED,-,-,12:01,20,2,10,9,11,ATS,
1,M,M142,P.S. 142 Amalia Castro,0K-09,SPEC ED,-,-,12:01:01,12,1,12,12,12,ATS,
1,M,M142,P.S. 142 Amalia Castro,,,,,,,,,,,,12.3
1,M,M184,P.S. 184m Shuang Wen,0K,GEN ED,-,-,-,77,3,25.7,25,26,ATS,
1,M,M184,P.S. 184m Shuang Wen,0K,CTT,-,-,-,23,1,23,23,23,ATS,
1,M,M184,P.S. 184m Shuang Wen,1,GEN ED,-,-,-,74,3,24.7,24,25,ATS,
1,M,M184,P.S. 184m Shuang Wen,1,CTT,-,-,-,22,1,22,22,22,ATS,
1,M,M184,P.S. 184m Shuang Wen,2,GEN ED,-,-,-,74,3,24.7,24,25,ATS,
1,M,M184,P.S. 184m Shuang Wen,3,GEN ED,-,-,-,66,3,22,22,22,ATS,
1,M,M184,P.S. 184m Shuang Wen,4,GEN ED,-,-,-,73,3,24.3,24,25,ATS,
1,M,M184,P.S. 184m Shuang Wen,5,GEN ED,-,-,-,68,2,34,34,34,ATS,
1,M,M184,P.S. 184m Shuang Wen,6,GEN ED,-,-,-,57,2,28.5,28,29,ATS,
1,M,M184,P.S. 184m Shuang Wen,7,GEN ED,-,-,-,53,2,26.5,26,27,ATS,
1,M,M184,P.S. 184m Shuang Wen,8,GEN ED,-,-,-,54,2,27,26,28,ATS,
1,M,M184,P.S. 184m Shuang Wen,MS Core,GEN ED,ENGLISH,MS English Core,-,164,6,27.3,26,29,STARS,
1,M,M184,P.S. 184m Shuang Wen,MS Core,GEN ED,MATH,MS Math Core,-,121,5,24.2,11,29,STARS,
1,M,M184,P.S. 184m Shuang Wen,MS Core,GEN ED,MATH,Integrated Algebra,-,36,2,18,15,21,STARS,
1,M,M184,P.S. 184m Shuang Wen,MS Core,GEN ED,SCIENCE,MS Science Core,-,137,5,27.4,26,29,STARS,
1,M,M184,P.S. 184m Shuang Wen,MS Core,GEN ED,SCIENCE,Living Environment,-,27,1,27,27,27,STARS,
1,M,M184,P.S. 184m Shuang Wen,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,138,5,27.6,26,29,STARS,
1,M,M184,P.S. 184m Shuang Wen,MS Core,GEN ED,SOCIAL STUDIES,Participation in Government,-,26,1,26,26,26,STARS,
1,M,M184,P.S. 184m Shuang Wen,,,,,,,,,,,,15.5
1,M,M188,P.S. 188 The Island School,0K,GEN ED,-,-,-,22,1,22,22,22,ATS,
1,M,M188,P.S. 188 The Island School,1,GEN ED,-,-,-,19,1,19,19,19,ATS,
1,M,M188,P.S. 188 The Island School,2,GEN ED,-,-,-,20,1,20,20,20,ATS,
1,M,M188,P.S. 188 The Island School,3,GEN ED,-,-,-,25,1,25,25,25,ATS,
1,M,M188,P.S. 188 The Island School,4,CTT,-,-,-,24,1,24,24,24,ATS,
1,M,M188,P.S. 188 The Island School,5,GEN ED,-,-,-,26,1,26,26,26,ATS,
1,M,M188,P.S. 188 The Island School,5,CTT,-,-,-,25,1,25,25,25,ATS,
1,M,M188,P.S. 188 The Island School,6,GEN ED,-,-,-,25,1,25,25,25,ATS,
1,M,M188,P.S. 188 The Island School,6,CTT,-,-,-,22,1,22,22,22,ATS,
1,M,M188,P.S. 188 The Island School,7,GEN ED,-,-,-,23,1,23,23,23,ATS,
1,M,M188,P.S. 188 The Island School,7,CTT,-,-,-,26,1,26,26,26,ATS,
1,M,M188,P.S. 188 The Island School,8,GEN ED,-,-,-,23,1,23,23,23,ATS,
1,M,M188,P.S. 188 The Island School,8,CTT,-,-,-,26,1,26,26,26,ATS,
1,M,M188,P.S. 188 The Island School,0K-09,SPEC ED,-,-,12:01:01,11,1,11,11,11,ATS,
1,M,M188,P.S. 188 The Island School,MS Core,GEN ED,ENGLISH,MS English Core,-,67,3,22.3,21,24,STARS,
1,M,M188,P.S. 188 The Island School,MS Core,GEN ED,MATH,MS Math Core,-,67,3,22.3,21,24,STARS,
1,M,M188,P.S. 188 The Island School,MS Core,GEN ED,SCIENCE,MS Science Core,-,67,3,22.3,21,24,STARS,
1,M,M361,The Children's Workshop School,,,,,,,,,,,,11.5
1,M,M188,P.S. 188 The Island School,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,67,3,22.3,21,24,STARS,
1,M,M188,P.S. 188 The Island School,MS Core,CTT,ENGLISH,MS English Core,-,71,3,23.7,21,26,STARS,
1,M,M188,P.S. 188 The Island School,MS Core,CTT,MATH,MS Math Core,-,71,3,23.7,21,26,STARS,
1,M,M188,P.S. 188 The Island School,MS Core,CTT,SCIENCE,MS Science Core,-,71,3,23.7,21,26,STARS,
1,M,M188,P.S. 188 The Island School,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,71,3,23.7,21,26,STARS,
1,M,M188,P.S. 188 The Island School,MS Core,SPEC ED,ENGLISH,MS English Core,-,13,1,13,13,13,STARS,
1,M,M188,P.S. 188 The Island School,MS Core,SPEC ED,MATH,MS Math Core,-,13,1,13,13,13,STARS,
1,M,M188,P.S. 188 The Island School,MS Core,SPEC ED,SCIENCE,MS Science Core,-,13,1,13,13,13,STARS,
1,M,M188,P.S. 188 The Island School,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,13,1,13,13,13,STARS,
1,M,M188,P.S. 188 The Island School,,,,,,,,,,,,10.9
1,M,M292,Henry Street School for International Studies,6,CTT,-,-,-,21,1,21,21,21,ATS,
1,M,M292,Henry Street School for International Studies,7,GEN ED,-,-,-,20,1,20,20,20,ATS,
1,M,M292,Henry Street School for International Studies,7,CTT,-,-,-,19,1,19,19,19,ATS,
1,M,M292,Henry Street School for International Studies,8,GEN ED,-,-,-,47,2,23.5,23,24,ATS,
1,M,M292,Henry Street School for International Studies,0K-09,SPEC ED,-,-,12:01,6,1,6,6,6,ATS,
1,M,M292,Henry Street School for International Studies,0K-09,SPEC ED,-,-,12:01:01,7,1,7,7,7,ATS,
1,M,M292,Henry Street School for International Studies,MS Core,GEN ED,ENGLISH,MS English Core,-,85,4,21.3,19,24,STARS,
1,M,M292,Henry Street School for International Studies,MS Core,GEN ED,MATH,MS Math Core,-,39,2,19.5,19,20,STARS,
1,M,M292,Henry Street School for International Studies,MS Core,GEN ED,MATH,Integrated Algebra,-,45,2,22.5,21,24,STARS,
1,M,M292,Henry Street School for International Studies,MS Core,GEN ED,SCIENCE,MS Science Core,-,39,2,19.5,19,20,STARS,
1,M,M292,Henry Street School for International Studies,MS Core,GEN ED,SCIENCE,Living Environment,-,46,2,23,22,24,STARS,
1,M,M292,Henry Street School for International Studies,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,61,3,20.3,19,22,STARS,
1,M,M292,Henry Street School for International Studies,MS Core,GEN ED,SOCIAL STUDIES,US History & Government,-,36,2,18,12,24,STARS,
1,M,M292,Henry Street School for International Studies,MS Core,CTT,ENGLISH,MS English Core,-,21,1,21,21,21,STARS,
1,M,M292,Henry Street School for International Studies,MS Core,CTT,MATH,MS Math Core,-,21,1,21,21,21,STARS,
1,M,M292,Henry Street School for International Studies,MS Core,CTT,SCIENCE,MS Science Core,-,21,1,21,21,21,STARS,
1,M,M292,Henry Street School for International Studies,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,21,1,21,21,21,STARS,
1,M,M292,Henry Street School for International Studies,MS Core,SPEC ED,ENGLISH,MS English Core,-,7,1,7,7,7,STARS,
1,M,M292,Henry Street School for International Studies,12-Sep,GEN ED,ENGLISH,English 9,-,63,3,21,19,25,STARS,
1,M,M292,Henry Street School for International Studies,12-Sep,GEN ED,ENGLISH,English 10,-,79,3,26.3,24,31,STARS,
1,M,M292,Henry Street School for International Studies,12-Sep,GEN ED,ENGLISH,English 11,-,38,2,19,16,22,STARS,
1,M,M292,Henry Street School for International Studies,12-Sep,GEN ED,ENGLISH,English 12,-,69,3,23,13,30,STARS,
1,M,M292,Henry Street School for International Studies,12-Sep,GEN ED,MATH,Integrated Algebra,-,53,3,17.7,16,21,STARS,
1,M,M363,Neighborhood School,0K,GEN ED,-,-,-,45,3,15,11,22,ATS,
1,M,M292,Henry Street School for International Studies,12-Sep,GEN ED,MATH,Geometry,-,32,1,32,32,32,STARS,
1,M,M292,Henry Street School for International Studies,12-Sep,GEN ED,MATH,Other Math,-,118,6,19.7,13,27,STARS,
1,M,M292,Henry Street School for International Studies,12-Sep,GEN ED,SCIENCE,Earth Science,-,125,4,31.3,28,35,STARS,
1,M,M292,Henry Street School for International Studies,12-Sep,GEN ED,SCIENCE,Living Environment,-,58,2,29,29,29,STARS,
1,M,M292,Henry Street School for International Studies,12-Sep,GEN ED,SCIENCE,Chemistry,-,157,8,19.6,13,24,STARS,
1,M,M292,Henry Street School for International Studies,12-Sep,GEN ED,SCIENCE,Physics,-,13,1,13,13,13,STARS,
1,M,M292,Henry Street School for International Studies,12-Sep,GEN ED,SCIENCE,Other Science,-,85,4,21.3,18,24,STARS,
1,M,M292,Henry Street School for International Studies,12-Sep,GEN ED,SOCIAL STUDIES,Global History & Geography,-,156,7,22.3,10,31,STARS,
1,M,M292,Henry Street School for International Studies,12-Sep,GEN ED,SOCIAL STUDIES,US History & Government,-,186,9,20.7,15,28,STARS,
1,M,M292,Henry Street School for International Studies,12-Sep,CTT,ENGLISH,English 9,-,30,1,30,30,30,STARS,
1,M,M292,Henry Street School for International Studies,12-Sep,CTT,ENGLISH,English 11,-,27,1,27,27,27,STARS,
1,M,M292,Henry Street School for International Studies,12-Sep,CTT,MATH,Integrated Algebra,-,44,2,22,20,24,STARS,
1,M,M292,Henry Street School for International Studies,12-Sep,CTT,MATH,Geometry,-,31,1,31,31,31,STARS,
1,M,M292,Henry Street School for International Studies,12-Sep,CTT,SCIENCE,Earth Science,-,64,2,32,32,32,STARS,
1,M,M292,Henry Street School for International Studies,12-Sep,CTT,SCIENCE,Living Environment,-,112,4,28,27,29,STARS,
1,M,M292,Henry Street School for International Studies,12-Sep,CTT,SOCIAL STUDIES,Global History & Geography,-,25,1,25,25,25,STARS,
1,M,M292,Henry Street School for International Studies,12-Sep,CTT,SOCIAL STUDIES,US History & Government,-,61,3,20.3,13,29,STARS,
1,M,M292,Henry Street School for International Studies,12-Sep,SPEC ED,ENGLISH,English 9,-,15,1,15,15,15,STARS,
1,M,M292,Henry Street School for International Studies,12-Sep,SPEC ED,MATH,Integrated Algebra,-,15,1,15,15,15,STARS,
1,M,M292,Henry Street School for International Studies,12-Sep,SPEC ED,SCIENCE,Living Environment,-,30,2,15,15,15,STARS,
1,M,M292,Henry Street School for International Studies,12-Sep,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,14,1,14,14,14,STARS,
1,M,M292,Henry Street School for International Studies,,,,,,,,,,,,12
